x,y,size,color_name,color_hex
80,34,4,"Yellow",#FFD700
84,34,4,"Yellow",#FFD700
88,34,4,"Yellow",#FFD700
92,34,4,"Yellow",#FFD700
96,34,2,"Yellow",#FFD700
98,34,1,"Yellow",#FFD700
99,34,1,"Yellow",#FFD700
100,34,4,"Bright Light Orange",#FFBB00
104,34,4,"Bright Light Orange",#FFBB00
108,34,4,"Bright Light Orange",#FFBB00
112,34,1,"Bright Light Orange",#FFBB00
113,34,3,"Orange",#FF7700
116,34,4,"Orange",#FF7700
120,34,4,"Orange",#FF7700
124,34,2,"Orange",#FF7700
0,35,3,"Orange",#FF7700
3,35,4,"Orange",#FF7700
7,35,2,"Orange",#FF7700
9,35,1,"Orange",#FF7700
10,35,1,"Orange",#FF7700
11,35,1,"Orange",#FF7700
12,35,2,"Bright Light Orange",#FFBB00
14,35,1,"Bright Light Orange",#FFBB00
15,35,1,"Bright Light Orange",#FFBB00
16,35,1,"Bright Light Orange",#FFBB00
17,35,1,"Bright Light Orange",#FFBB00
18,35,1,"Bright Light Orange",#FFBB00
19,35,1,"Bright Light Orange",#FFBB00
20,35,1,"Bright Light Orange",#FFBB00
21,35,1,"Bright Light Orange",#FFBB00
22,35,1,"Bright Light Orange",#FFBB00
23,35,1,"Yellow",#FFD700
24,35,1,"Yellow",#FFD700
25,35,1,"Yellow",#FFD700
26,35,1,"Yellow",#FFD700
27,35,1,"Yellow",#FFD700
28,35,1,"Yellow",#FFD700
29,35,1,"Yellow",#FFD700
30,35,1,"Yellow",#FFD700
31,35,1,"Yellow",#FFD700
32,35,1,"Yellow",#FFD700
33,35,1,"Yellow",#FFD700
34,35,1,"Yellow",#FFD700
35,35,1,"Yellow",#FFD700
36,35,1,"Yellow",#FFD700
37,35,1,"Yellow",#FFD700
38,35,1,"Yellow",#FFD700
39,35,1,"Yellow",#FFD700
40,35,1,"Yellow",#FFD700
41,35,1,"Yellow",#FFD700
42,35,1,"Yellow",#FFD700
43,35,1,"Yellow",#FFD700
44,35,1,"Yellow",#FFD700
45,35,1,"Orange",#FF7700
46,35,1,"Orange",#FF7700
47,35,1,"Orange",#FF7700
48,35,1,"Orange",#FF7700
49,35,1,"Coral",#FF5544
50,35,1,"Coral",#FF5544
51,35,1,"Orange",#FF7700
52,35,1,"Coral",#FF5544
53,35,1,"Orange",#FF7700
54,35,1,"Coral",#FF5544
55,35,1,"Coral",#FF5544
56,35,1,"Orange",#FF7700
57,35,1,"Coral",#FF5544
58,35,1,"Orange",#FF7700
59,35,1,"Coral",#FF5544
60,35,1,"Orange",#FF7700
61,35,1,"Coral",#FF5544
62,35,1,"Coral",#FF5544
63,35,1,"Orange",#FF7700
64,35,1,"Coral",#FF5544
65,35,1,"Orange",#FF7700
66,35,1,"Orange",#FF7700
67,35,1,"Coral",#FF5544
68,35,1,"Orange",#FF7700
69,35,1,"Orange",#FF7700
70,35,1,"Coral",#FF5544
71,35,1,"Coral",#FF5544
72,35,1,"Orange",#FF7700
73,35,1,"Coral",#FF5544
74,35,1,"Orange",#FF7700
75,35,1,"Coral",#FF5544
76,35,3,"Yellow",#FFD700
79,35,4,"Yellow",#FFD700
83,35,4,"Yellow",#FFD700
87,35,4,"Yellow",#FFD700
91,35,4,"Yellow",#FFD700
95,35,2,"Yellow",#FFD700
97,35,1,"Yellow",#FFD700
98,35,1,"Yellow",#FFD700
99,35,1,"Yellow",#FFD700
100,35,3,"Bright Light Orange",#FFBB00
103,35,4,"Bright Light Orange",#FFBB00
107,35,4,"Bright Light Orange",#FFBB00
111,35,3,"Bright Light Orange",#FFBB00
114,35,4,"Orange",#FF7700
118,35,4,"Orange",#FF7700
122,35,4,"Orange",#FF7700
0,36,4,"Orange",#FF7700
4,36,4,"Orange",#FF7700
8,36,1,"Orange",#FF7700
9,36,1,"Orange",#FF7700
10,36,1,"Orange",#FF7700
11,36,1,"Orange",#FF7700
12,36,1,"Bright Light Orange",#FFBB00
13,36,1,"Bright Light Orange",#FFBB00
14,36,1,"Bright Light Orange",#FFBB00
15,36,1,"Bright Light Orange",#FFBB00
16,36,1,"Bright Light Orange",#FFBB00
17,36,1,"Bright Light Orange",#FFBB00
18,36,1,"Bright Light Orange",#FFBB00
19,36,1,"Bright Light Orange",#FFBB00
20,36,1,"Bright Light Orange",#FFBB00
21,36,1,"Bright Light Orange",#FFBB00
22,36,1,"Bright Light Orange",#FFBB00
23,36,1,"Yellow",#FFD700
24,36,1,"Yellow",#FFD700
25,36,1,"Yellow",#FFD700
26,36,1,"Yellow",#FFD700
27,36,1,"Yellow",#FFD700
28,36,1,"Yellow",#FFD700
29,36,1,"Yellow",#FFD700
30,36,1,"Yellow",#FFD700
31,36,1,"Yellow",#FFD700
32,36,1,"Yellow",#FFD700
33,36,1,"Yellow",#FFD700
34,36,1,"Yellow",#FFD700
35,36,1,"Yellow",#FFD700
36,36,1,"Yellow",#FFD700
37,36,1,"Yellow",#FFD700
38,36,1,"Yellow",#FFD700
39,36,1,"Yellow",#FFD700
40,36,1,"Yellow",#FFD700
41,36,1,"Yellow",#FFD700
42,36,1,"Yellow",#FFD700
43,36,1,"Yellow",#FFD700
44,36,1,"Yellow",#FFD700
45,36,1,"Orange",#FF7700
46,36,1,"Orange",#FF7700
47,36,1,"Orange",#FF7700
48,36,1,"Coral",#FF5544
49,36,1,"Orange",#FF7700
50,36,1,"Orange",#FF7700
51,36,1,"Coral",#FF5544
52,36,1,"Coral",#FF5544
53,36,1,"Coral",#FF5544
54,36,1,"Orange",#FF7700
55,36,1,"Coral",#FF5544
56,36,1,"Coral",#FF5544
57,36,1,"Coral",#FF5544
58,36,1,"Coral",#FF5544
59,36,1,"Coral",#FF5544
60,36,1,"Orange",#FF7700
61,36,1,"Orange",#FF7700
62,36,1,"Coral",#FF5544
63,36,1,"Orange",#FF7700
64,36,1,"Coral",#FF5544
65,36,1,"Coral",#FF5544
66,36,1,"Orange",#FF7700
67,36,1,"Orange",#FF7700
68,36,1,"Orange",#FF7700
69,36,1,"Coral",#FF5544
70,36,1,"Coral",#FF5544
71,36,1,"Orange",#FF7700
72,36,1,"Orange",#FF7700
73,36,1,"Coral",#FF5544
74,36,1,"Orange",#FF7700
75,36,1,"Coral",#FF5544
76,36,4,"Yellow",#FFD700
80,36,4,"Yellow",#FFD700
84,36,4,"Yellow",#FFD700
88,36,4,"Yellow",#FFD700
92,36,4,"Yellow",#FFD700
96,36,1,"Yellow",#FFD700
97,36,4,"Yellow",#FFD700
101,36,1,"Yellow",#FFD700
102,36,4,"Bright Light Orange",#FFBB00
106,36,4,"Bright Light Orange",#FFBB00
110,36,3,"Bright Light Orange",#FFBB00
113,36,1,"Bright Light Orange",#FFBB00
114,36,3,"Orange",#FF7700
117,36,4,"Orange",#FF7700
121,36,4,"Orange",#FF7700
125,36,1,"Orange",#FF7700
0,37,3,"Orange",#FF7700
3,37,4,"Orange",#FF7700
7,37,1,"Orange",#FF7700
8,37,1,"Orange",#FF7700
9,37,1,"Orange",#FF7700
10,37,1,"Orange",#FF7700
11,37,1,"Bright Light Orange",#FFBB00
12,37,1,"Bright Light Orange",#FFBB00
13,37,1,"Bright Light Orange",#FFBB00
14,37,1,"Bright Light Orange",#FFBB00
15,37,1,"Bright Light Orange",#FFBB00
16,37,1,"Bright Light Orange",#FFBB00
17,37,1,"Bright Light Orange",#FFBB00
18,37,1,"Bright Light Orange",#FFBB00
19,37,1,"Bright Light Orange",#FFBB00
20,37,1,"Bright Light Orange",#FFBB00
21,37,1,"Bright Light Orange",#FFBB00
22,37,1,"Bright Light Orange",#FFBB00
23,37,1,"Yellow",#FFD700
24,37,1,"Yellow",#FFD700
25,37,1,"Yellow",#FFD700
26,37,1,"Yellow",#FFD700
27,37,1,"Yellow",#FFD700
28,37,1,"Yellow",#FFD700
29,37,1,"Yellow",#FFD700
30,37,1,"Yellow",#FFD700
31,37,1,"Yellow",#FFD700
32,37,1,"Yellow",#FFD700
33,37,1,"Yellow",#FFD700
34,37,1,"Yellow",#FFD700
35,37,1,"Yellow",#FFD700
36,37,1,"Yellow",#FFD700
37,37,1,"Yellow",#FFD700
38,37,1,"Yellow",#FFD700
39,37,1,"Yellow",#FFD700
40,37,1,"Yellow",#FFD700
41,37,1,"Yellow",#FFD700
42,37,1,"Yellow",#FFD700
43,37,1,"Yellow",#FFD700
44,37,1,"Lavender",#E1D5ED
45,37,1,"Orange",#FF7700
46,37,1,"Coral",#FF5544
47,37,1,"Orange",#FF7700
48,37,1,"Coral",#FF5544
49,37,1,"Orange",#FF7700
50,37,1,"Coral",#FF5544
51,37,1,"Coral",#FF5544
52,37,1,"Coral",#FF5544
53,37,1,"Coral",#FF5544
54,37,1,"Orange",#FF7700
55,37,1,"Coral",#FF5544
56,37,1,"Coral",#FF5544
57,37,1,"Coral",#FF5544
58,37,1,"Coral",#FF5544
59,37,1,"Coral",#FF5544
60,37,1,"Coral",#FF5544
61,37,1,"Orange",#FF7700
62,37,1,"Bright Light Orange",#FFBB00
63,37,1,"Coral",#FF5544
64,37,1,"Coral",#FF5544
65,37,1,"Coral",#FF5544
66,37,1,"Orange",#FF7700
67,37,1,"Orange",#FF7700
68,37,1,"Coral",#FF5544
69,37,1,"Coral",#FF5544
70,37,1,"Bright Light Orange",#FFBB00
71,37,1,"Orange",#FF7700
72,37,1,"Orange",#FF7700
73,37,1,"Coral",#FF5544
74,37,1,"Orange",#FF7700
75,37,1,"Coral",#FF5544
76,37,3,"Yellow",#FFD700
79,37,4,"Yellow",#FFD700
83,37,4,"Yellow",#FFD700
87,37,4,"Yellow",#FFD700
91,37,4,"Yellow",#FFD700
95,37,4,"Yellow",#FFD700
99,37,1,"Yellow",#FFD700
100,37,1,"Yellow",#FFD700
101,37,1,"Yellow",#FFD700
102,37,3,"Bright Light Orange",#FFBB00
105,37,4,"Bright Light Orange",#FFBB00
109,37,3,"Bright Light Orange",#FFBB00
112,37,3,"Bright Light Orange",#FFBB00
115,37,4,"Orange",#FF7700
119,37,4,"Orange",#FF7700
123,37,3,"Orange",#FF7700
0,38,4,"Orange",#FF7700
4,38,2,"Orange",#FF7700
6,38,1,"Orange",#FF7700
7,38,1,"Orange",#FF7700
8,38,1,"Orange",#FF7700
9,38,1,"Orange",#FF7700
10,38,1,"Orange",#FF7700
11,38,1,"Bright Light Orange",#FFBB00
12,38,1,"Bright Light Orange",#FFBB00
13,38,1,"Bright Light Orange",#FFBB00
14,38,1,"Bright Light Orange",#FFBB00
15,38,1,"Bright Light Orange",#FFBB00
16,38,1,"Bright Light Orange",#FFBB00
17,38,1,"Bright Light Orange",#FFBB00
18,38,1,"Bright Light Orange",#FFBB00
19,38,1,"Bright Light Orange",#FFBB00
20,38,1,"Bright Light Orange",#FFBB00
21,38,1,"Bright Light Orange",#FFBB00
22,38,1,"Bright Light Orange",#FFBB00
23,38,1,"Yellow",#FFD700
24,38,1,"Yellow",#FFD700
25,38,1,"Yellow",#FFD700
26,38,1,"Yellow",#FFD700
27,38,1,"Yellow",#FFD700
28,38,1,"Yellow",#FFD700
29,38,1,"Yellow",#FFD700
30,38,1,"Yellow",#FFD700
31,38,1,"Yellow",#FFD700
32,38,1,"Yellow",#FFD700
33,38,1,"Yellow",#FFD700
34,38,1,"Yellow",#FFD700
35,38,1,"Yellow",#FFD700
36,38,1,"Yellow",#FFD700
37,38,1,"Yellow",#FFD700
38,38,1,"Yellow",#FFD700
39,38,1,"Yellow",#FFD700
40,38,1,"Yellow",#FFD700
41,38,1,"Yellow",#FFD700
42,38,1,"Yellow",#FFD700
43,38,1,"Yellow",#FFD700
44,38,1,"Lavender",#E1D5ED
45,38,1,"Coral",#FF5544
46,38,1,"Coral",#FF5544
47,38,1,"Coral",#FF5544
48,38,1,"Orange",#FF7700
49,38,1,"Orange",#FF7700
50,38,1,"Orange",#FF7700
51,38,1,"Orange",#FF7700
52,38,1,"Coral",#FF5544
53,38,1,"Coral",#FF5544
54,38,1,"Bright Light Orange",#FFBB00
55,38,1,"Coral",#FF5544
56,38,1,"Coral",#FF5544
57,38,1,"Coral",#FF5544
58,38,1,"Coral",#FF5544
59,38,1,"Coral",#FF5544
60,38,1,"Orange",#FF7700
61,38,1,"Orange",#FF7700
62,38,1,"Bright Light Orange",#FFBB00
63,38,1,"Coral",#FF5544
64,38,1,"Coral",#FF5544
65,38,1,"Orange",#FF7700
66,38,1,"Coral",#FF5544
67,38,1,"Orange",#FF7700
68,38,1,"Orange",#FF7700
69,38,1,"Coral",#FF5544
70,38,1,"Bright Light Orange",#FFBB00
71,38,1,"Orange",#FF7700
72,38,1,"Orange",#FF7700
73,38,1,"Coral",#FF5544
74,38,1,"Orange",#FF7700
75,38,1,"Coral",#FF5544
76,38,2,"Yellow",#FFD700
78,38,2,"Lavender",#E1D5ED
80,38,4,"Yellow",#FFD700
84,38,4,"Yellow",#FFD700
88,38,4,"Yellow",#FFD700
92,38,4,"Yellow",#FFD700
96,38,2,"Yellow",#FFD700
98,38,1,"Yellow",#FFD700
99,38,4,"Yellow",#FFD700
103,38,1,"Yellow",#FFD700
104,38,1,"Yellow",#FFD700
105,38,3,"Bright Light Orange",#FFBB00
108,38,3,"Bright Light Orange",#FFBB00
111,38,3,"Bright Light Orange",#FFBB00
114,38,1,"Bright Light Orange",#FFBB00
115,38,3,"Orange",#FF7700
118,38,4,"Orange",#FF7700
122,38,4,"Orange",#FF7700
0,39,3,"Orange",#FF7700
3,39,2,"Orange",#FF7700
5,39,1,"Orange",#FF7700
6,39,1,"Orange",#FF7700
7,39,1,"Orange",#FF7700
8,39,1,"Orange",#FF7700
9,39,1,"Orange",#FF7700
10,39,1,"Bright Light Orange",#FFBB00
11,39,1,"Bright Light Orange",#FFBB00
12,39,1,"Bright Light Orange",#FFBB00
13,39,1,"Bright Light Orange",#FFBB00
14,39,1,"Bright Light Orange",#FFBB00
15,39,1,"Bright Light Orange",#FFBB00
16,39,1,"Bright Light Orange",#FFBB00
17,39,1,"Bright Light Orange",#FFBB00
18,39,1,"Bright Light Orange",#FFBB00
19,39,1,"Bright Light Orange",#FFBB00
20,39,1,"Bright Light Orange",#FFBB00
21,39,1,"Bright Light Orange",#FFBB00
22,39,1,"Yellow",#FFD700
23,39,1,"Yellow",#FFD700
24,39,1,"Yellow",#FFD700
25,39,1,"Yellow",#FFD700
26,39,1,"Yellow",#FFD700
27,39,1,"Yellow",#FFD700
28,39,1,"Yellow",#FFD700
29,39,1,"Yellow",#FFD700
30,39,1,"Yellow",#FFD700
31,39,1,"Yellow",#FFD700
32,39,1,"Yellow",#FFD700
33,39,1,"Yellow",#FFD700
34,39,1,"Yellow",#FFD700
35,39,1,"Yellow",#FFD700
36,39,1,"Yellow",#FFD700
37,39,1,"Yellow",#FFD700
38,39,1,"Yellow",#FFD700
39,39,1,"Yellow",#FFD700
40,39,1,"Yellow",#FFD700
41,39,1,"Yellow",#FFD700
42,39,1,"Yellow",#FFD700
43,39,1,"Yellow",#FFD700
44,39,1,"Yellow",#FFD700
45,39,1,"Coral",#FF5544
46,39,1,"Coral",#FF5544
47,39,1,"Coral",#FF5544
48,39,1,"Orange",#FF7700
49,39,1,"Orange",#FF7700
50,39,1,"Orange",#FF7700
51,39,1,"Orange",#FF7700
52,39,1,"Coral",#FF5544
53,39,1,"Coral",#FF5544
54,39,1,"Orange",#FF7700
55,39,1,"Coral",#FF5544
56,39,1,"Orange",#FF7700
57,39,1,"Coral",#FF5544
58,39,1,"Coral",#FF5544
59,39,1,"Coral",#FF5544
60,39,1,"Orange",#FF7700
61,39,1,"Orange",#FF7700
62,39,1,"Bright Light Orange",#FFBB00
63,39,1,"Coral",#FF5544
64,39,1,"Coral",#FF5544
65,39,1,"Bright Light Orange",#FFBB00
66,39,1,"Coral",#FF5544
67,39,1,"Coral",#FF5544
68,39,1,"Orange",#FF7700
69,39,1,"Coral",#FF5544
70,39,1,"Bright Light Orange",#FFBB00
71,39,1,"Orange",#FF7700
72,39,1,"Orange",#FF7700
73,39,1,"Coral",#FF5544
74,39,1,"Orange",#FF7700
75,39,1,"Coral",#FF5544
76,39,1,"Yellow",#FFD700
77,39,1,"Yellow",#FFD700
78,39,4,"Lavender",#E1D5ED
82,39,4,"Yellow",#FFD700
86,39,4,"Yellow",#FFD700
90,39,4,"Yellow",#FFD700
94,39,3,"Yellow",#FFD700
97,39,4,"Yellow",#FFD700
101,39,1,"Yellow",#FFD700
102,39,1,"Yellow",#FFD700
103,39,1,"Yellow",#FFD700
104,39,3,"Bright Light Orange",#FFBB00
107,39,3,"Bright Light Orange",#FFBB00
110,39,3,"Bright Light Orange",#FFBB00
113,39,1,"Bright Light Orange",#FFBB00
114,39,1,"Bright Light Orange",#FFBB00
115,39,4,"Orange",#FF7700
119,39,4,"Orange",#FF7700
123,39,3,"Orange",#FF7700
0,40,4,"Orange",#FF7700
4,40,1,"Orange",#FF7700
5,40,1,"Orange",#FF7700
6,40,1,"Orange",#FF7700
7,40,1,"Orange",#FF7700
8,40,1,"Orange",#FF7700
9,40,1,"Orange",#FF7700
10,40,1,"Bright Light Orange",#FFBB00
11,40,1,"Bright Light Orange",#FFBB00
12,40,1,"Bright Light Orange",#FFBB00
13,40,1,"Bright Light Orange",#FFBB00
14,40,1,"Bright Light Orange",#FFBB00
15,40,1,"Bright Light Orange",#FFBB00
16,40,1,"Bright Light Orange",#FFBB00
17,40,1,"Bright Light Orange",#FFBB00
18,40,1,"Bright Light Orange",#FFBB00
19,40,1,"Bright Light Orange",#FFBB00
20,40,1,"Bright Light Orange",#FFBB00
21,40,1,"Bright Light Orange",#FFBB00
22,40,1,"Yellow",#FFD700
23,40,1,"Yellow",#FFD700
24,40,1,"Yellow",#FFD700
25,40,1,"Yellow",#FFD700
26,40,1,"Yellow",#FFD700
27,40,1,"Yellow",#FFD700
28,40,1,"Yellow",#FFD700
29,40,1,"Yellow",#FFD700
30,40,1,"Yellow",#FFD700
31,40,1,"Yellow",#FFD700
32,40,1,"Yellow",#FFD700
33,40,1,"Yellow",#FFD700
34,40,1,"Yellow",#FFD700
35,40,1,"Yellow",#FFD700
36,40,1,"Yellow",#FFD700
37,40,1,"Yellow",#FFD700
38,40,1,"Yellow",#FFD700
39,40,1,"Yellow",#FFD700
40,40,1,"Yellow",#FFD700
41,40,1,"Yellow",#FFD700
42,40,1,"Yellow",#FFD700
43,40,1,"Lavender",#E1D5ED
44,40,1,"Yellow",#FFD700
45,40,1,"Coral",#FF5544
46,40,1,"Coral",#FF5544
47,40,1,"Coral",#FF5544
48,40,1,"Orange",#FF7700
49,40,1,"Orange",#FF7700
50,40,1,"Orange",#FF7700
51,40,1,"Orange",#FF7700
52,40,1,"Coral",#FF5544
53,40,1,"Orange",#FF7700
54,40,1,"Bright Light Orange",#FFBB00
55,40,1,"Coral",#FF5544
56,40,1,"Orange",#FF7700
57,40,1,"Coral",#FF5544
58,40,1,"Orange",#FF7700
59,40,1,"Coral",#FF5544
60,40,1,"Orange",#FF7700
61,40,1,"Orange",#FF7700
62,40,1,"Bright Light Orange",#FFBB00
63,40,1,"Coral",#FF5544
64,40,1,"Coral",#FF5544
65,40,1,"Orange",#FF7700
66,40,1,"Coral",#FF5544
67,40,1,"Orange",#FF7700
68,40,1,"Orange",#FF7700
69,40,1,"Coral",#FF5544
70,40,1,"Bright Light Orange",#FFBB00
71,40,1,"Orange",#FF7700
72,40,1,"Orange",#FF7700
73,40,1,"Coral",#FF5544
74,40,1,"Orange",#FF7700
75,40,1,"Coral",#FF5544
76,40,1,"Yellow",#FFD700
77,40,4,"Lavender",#E1D5ED
81,40,4,"Lavender",#E1D5ED
85,40,1,"Lavender",#E1D5ED
86,40,3,"Yellow",#FFD700
89,40,4,"Yellow",#FFD700
93,40,3,"Yellow",#FFD700
96,40,4,"Yellow",#FFD700
100,40,1,"Yellow",#FFD700
101,40,1,"Yellow",#FFD700
102,40,1,"Yellow",#FFD700
103,40,1,"Yellow",#FFD700
104,40,4,"Bright Light Orange",#FFBB00
108,40,4,"Bright Light Orange",#FFBB00
112,40,1,"Bright Light Orange",#FFBB00
113,40,1,"Bright Light Orange",#FFBB00
114,40,1,"Bright Light Orange",#FFBB00
115,40,3,"Orange",#FF7700
118,40,4,"Orange",#FF7700
122,40,4,"Orange",#FF7700
0,41,3,"Orange",#FF7700
3,41,1,"Orange",#FF7700
4,41,1,"Orange",#FF7700
5,41,1,"Orange",#FF7700
6,41,1,"Orange",#FF7700
7,41,1,"Orange",#FF7700
8,41,1,"Orange",#FF7700
9,41,1,"Orange",#FF7700
10,41,1,"Bright Light Orange",#FFBB00
11,41,1,"Bright Light Orange",#FFBB00
12,41,1,"Bright Light Orange",#FFBB00
13,41,1,"Bright Light Orange",#FFBB00
14,41,1,"Bright Light Orange",#FFBB00
15,41,1,"Bright Light Orange",#FFBB00
16,41,1,"Bright Light Orange",#FFBB00
17,41,1,"Bright Light Orange",#FFBB00
18,41,1,"Bright Light Orange",#FFBB00
19,41,1,"Bright Light Orange",#FFBB00
20,41,1,"Bright Light Orange",#FFBB00
21,41,1,"Bright Light Orange",#FFBB00
22,41,1,"Yellow",#FFD700
23,41,1,"Yellow",#FFD700
24,41,1,"Yellow",#FFD700
25,41,1,"Yellow",#FFD700
26,41,1,"Yellow",#FFD700
27,41,1,"Yellow",#FFD700
28,41,1,"Yellow",#FFD700
29,41,1,"Yellow",#FFD700
30,41,1,"Yellow",#FFD700
31,41,1,"Yellow",#FFD700
32,41,1,"Yellow",#FFD700
33,41,1,"Yellow",#FFD700
34,41,1,"Yellow",#FFD700
35,41,1,"Yellow",#FFD700
36,41,1,"Yellow",#FFD700
37,41,1,"Yellow",#FFD700
38,41,1,"Yellow",#FFD700
39,41,1,"Yellow",#FFD700
40,41,1,"Yellow",#FFD700
41,41,1,"Yellow",#FFD700
42,41,1,"Yellow",#FFD700
43,41,1,"Lavender",#E1D5ED
44,41,1,"Lavender",#E1D5ED
45,41,1,"Coral",#FF5544
46,41,1,"Coral",#FF5544
47,41,1,"Coral",#FF5544
48,41,1,"Orange",#FF7700
49,41,1,"Orange",#FF7700
50,41,1,"Coral",#FF5544
51,41,1,"Coral",#FF5544
52,41,1,"Coral",#FF5544
53,41,1,"Coral",#FF5544
54,41,1,"Bright Light Orange",#FFBB00
55,41,1,"Coral",#FF5544
56,41,1,"Orange",#FF7700
57,41,1,"Coral",#FF5544
58,41,1,"Bright Light Orange",#FFBB00
59,41,1,"Coral",#FF5544
60,41,1,"Bright Light Orange",#FFBB00
61,41,1,"Orange",#FF7700
62,41,1,"Coral",#FF5544
63,41,1,"Coral",#FF5544
64,41,1,"Coral",#FF5544
65,41,1,"Coral",#FF5544
66,41,1,"Coral",#FF5544
67,41,1,"Orange",#FF7700
68,41,1,"Orange",#FF7700
69,41,1,"Coral",#FF5544
70,41,1,"Bright Light Orange",#FFBB00
71,41,1,"Orange",#FF7700
72,41,1,"Orange",#FF7700
73,41,1,"Coral",#FF5544
74,41,1,"Orange",#FF7700
75,41,1,"Coral",#FF5544
76,41,1,"Yellow",#FFD700
77,41,3,"Lavender",#E1D5ED
80,41,4,"Lavender",#E1D5ED
84,41,1,"Lavender",#E1D5ED
85,41,1,"Lavender",#E1D5ED
86,41,4,"Yellow",#FFD700
90,41,4,"Yellow",#FFD700
94,41,4,"Yellow",#FFD700
98,41,1,"Yellow",#FFD700
99,41,1,"Yellow",#FFD700
100,41,1,"Yellow",#FFD700
101,41,1,"Yellow",#FFD700
102,41,1,"Yellow",#FFD700
103,41,1,"Yellow",#FFD700
104,41,3,"Bright Light Orange",#FFBB00
107,41,4,"Bright Light Orange",#FFBB00
111,41,1,"Bright Light Orange",#FFBB00
112,41,1,"Bright Light Orange",#FFBB00
113,41,1,"Bright Light Orange",#FFBB00
114,41,1,"Bright Light Orange",#FFBB00
115,41,4,"Orange",#FF7700
119,41,4,"Orange",#FF7700
123,41,3,"Orange",#FF7700
0,42,2,"Orange",#FF7700
2,42,1,"Orange",#FF7700
3,42,1,"Orange",#FF7700
4,42,1,"Orange",#FF7700
5,42,1,"Orange",#FF7700
6,42,1,"Orange",#FF7700
7,42,1,"Orange",#FF7700
8,42,1,"Orange",#FF7700
9,42,1,"Orange",#FF7700
10,42,1,"Bright Light Orange",#FFBB00
11,42,1,"Bright Light Orange",#FFBB00
12,42,1,"Bright Light Orange",#FFBB00
13,42,1,"Bright Light Orange",#FFBB00
14,42,1,"Bright Light Orange",#FFBB00
15,42,1,"Bright Light Orange",#FFBB00
16,42,1,"Bright Light Orange",#FFBB00
17,42,1,"Bright Light Orange",#FFBB00
18,42,1,"Bright Light Orange",#FFBB00
19,42,1,"Bright Light Orange",#FFBB00
20,42,1,"Bright Light Orange",#FFBB00
21,42,1,"Yellow",#FFD700
22,42,1,"Yellow",#FFD700
23,42,1,"Yellow",#FFD700
24,42,1,"Yellow",#FFD700
25,42,1,"Yellow",#FFD700
26,42,1,"Yellow",#FFD700
27,42,1,"Yellow",#FFD700
28,42,1,"Yellow",#FFD700
29,42,1,"Yellow",#FFD700
30,42,1,"Yellow",#FFD700
31,42,1,"Yellow",#FFD700
32,42,1,"Yellow",#FFD700
33,42,1,"Yellow",#FFD700
34,42,1,"Yellow",#FFD700
35,42,1,"Yellow",#FFD700
36,42,1,"Yellow",#FFD700
37,42,1,"Yellow",#FFD700
38,42,1,"Yellow",#FFD700
39,42,1,"Yellow",#FFD700
40,42,1,"Yellow",#FFD700
41,42,1,"Yellow",#FFD700
42,42,1,"Lavender",#E1D5ED
43,42,1,"Lavender",#E1D5ED
44,42,1,"Yellow",#FFD700
45,42,1,"Coral",#FF5544
46,42,1,"Coral",#FF5544
47,42,1,"Orange",#FF7700
48,42,1,"Coral",#FF5544
49,42,1,"Orange",#FF7700
50,42,1,"Coral",#FF5544
51,42,1,"Coral",#FF5544
52,42,1,"Orange",#FF7700
53,42,1,"Coral",#FF5544
54,42,1,"Coral",#FF5544
55,42,1,"Orange",#FF7700
56,42,1,"Orange",#FF7700
57,42,1,"Coral",#FF5544
58,42,1,"Bright Light Orange",#FFBB00
59,42,1,"Coral",#FF5544
60,42,1,"Bright Light Orange",#FFBB00
61,42,1,"Coral",#FF5544
62,42,1,"Coral",#FF5544
63,42,1,"Orange",#FF7700
64,42,1,"Coral",#FF5544
65,42,1,"Coral",#FF5544
66,42,1,"Orange",#FF7700
67,42,1,"Orange",#FF7700
68,42,1,"Coral",#FF5544
69,42,1,"Coral",#FF5544
70,42,1,"Bright Light Orange",#FFBB00
71,42,1,"Coral",#FF5544
72,42,1,"Coral",#FF5544
73,42,1,"Coral",#FF5544
74,42,1,"Orange",#FF7700
75,42,1,"Coral",#FF5544
76,42,1,"Bright Light Orange",#FFBB00
77,42,4,"Lavender",#E1D5ED
81,42,2,"Lavender",#E1D5ED
83,42,1,"Lavender",#E1D5ED
84,42,4,"Yellow",#FFD700
88,42,4,"Yellow",#FFD700
92,42,4,"Yellow",#FFD700
96,42,1,"Yellow",#FFD700
97,42,1,"Yellow",#FFD700
98,42,1,"Yellow",#FFD700
99,42,1,"Yellow",#FFD700
100,42,1,"Yellow",#FFD700
101,42,4,"Yellow",#FFD700
105,42,1,"Bright Light Orange",#FFBB00
106,42,1,"Yellow",#FFD700
107,42,3,"Bright Light Orange",#FFBB00
110,42,1,"Bright Light Orange",#FFBB00
111,42,1,"Bright Light Orange",#FFBB00
112,42,4,"Bright Light Orange",#FFBB00
116,42,4,"Orange",#FF7700
120,42,4,"Orange",#FF7700
124,42,2,"Orange",#FF7700
0,43,1,"Orange",#FF7700
1,43,1,"Orange",#FF7700
2,43,1,"Orange",#FF7700
3,43,1,"Orange",#FF7700
4,43,1,"Orange",#FF7700
5,43,1,"Orange",#FF7700
6,43,1,"Orange",#FF7700
7,43,1,"Orange",#FF7700
